0,65353394,19,61957550
0,04801941,20,53354645
0,20656204,20,68841362
0,34433365,19,19539833
0,96539307,19,88776970
0,23242569,20,71469879
0,37301636,17,90213013
0,46813965,20,19253349
0,58277893,21,10707092
0,41773987,20,19184494
0,82138252,20,22732544
0,15816498,20,54810143
1,38400459,19,70508575
0,17539787,20,50302696
0,28151512,19,97729683
1,48944664,20,68359375
1,14287567,19,45295715
0,48693085,21,03640366
0,13408852,20,00294304
0,94133377,19,41657639
1,07196808,21,70003128
1,00637054,20,66133499
0,40426636,20,41880608
0,34774017,20,84402657
1,76234055,20,57399368
0,19155121,19,87025452
0,15278244,19,96772385
1,35784912,20,34951591
0,92783928,20,77286148
2,19187927,22,48921967
0,84888840,20,44519234
1,62556076,19,40838242
0,35801697,19,16890335
1,14328194,21,98435211
1,74334335,21,40659714
0,27061462,20,73710632
1,04709816,21,30523109
1,11649704,18,50028610
0,12183189,20,40131378
0,03511238,19,39547729
1,69430161,21,07941437
1,15866470,20,07891083
1,30871010,19,65477943
2,11066437,20,70593834
1,02819443,20,72316933
1,51473045,18,91987228
1,08146477,19,44317055
0,73358917,20,45845413
0,86665726,20,07145309
0,22503853,18,28277206
2,72084618,20,28914642
0,21456146,22,16885757
1,76149368,20,71945763
0,26140404,19,22149086
1,26445007,20,05842018
2,79520416,20,18800354
0,28281212,19,30619621
0,17510033,19,82630157
0,37558746,19,73909569
0,10491943,18,48230743
1,16014481,18,76110268
1,22757530,19,11039734
0,47027779,21,34617996
1,89878464,20,83329582
0,02449036,20,45579338
1,06833839,19,84235573
1,70428658,21,02519989
1,53502274,21,84311676
1,03260803,19,70909882
1,01029968,21,00671577
0,01172256,21,46790695
1,13889694,19,47413063
1,21994209,21,02923393
0,00559616,21,23822784
2,10484505,22,96613503
0,49180031,18,97097969
0,13201904,20,36206245
2,52073860,19,13917160
1,64871597,20,56203079
1,52202797,20,75839043
0,11691666,20,24386024
0,58863068,21,14879227
2,65262604,20,44966507
1,32962799,18,84672928
0,38149261,20,47761154
1,36263657,20,72101593
1,60422516,20,39462852
2,19349098,20,42141342
1,09923172,20,33136749
2,03386879,20,67699242
1,90788460,19,97840500
1,64920807,19,84197617
1,53396797,21,13360596
1,07714462,20,26497269
1,96068192,19,47823334
2,63641357,21,33385086
0,96194839,20,58869362
1,59729767,20,43399239
1,15587997,21,57406044
0,25419617,20,84163666
1,04589462,19,12041473
1,32355309,21,22786331
0,79578400,20,21740913
0,40793800,19,46489716
1,06908989,20,86742973
3,19372177,20,57200241
1,01517296,19,10344315
1,62516022,19,18228340
0,80633545,19,64427185
1,68143463,20,85091019
1,03957748,19,37913322
0,61757278,18,95206261
1,59025192,19,54251862
0,98250198,20,74196815
0,50683784,20,23638344
1,48756027,19,88629913
0,05456161,19,83968544
1,14487457,19,66326332
0,00529099,20,31047821
1,08896637,19,41764641
0,37881470,19,61333466
1,06976700,19,81600380
1,45167160,20,61083221
0,15539551,19,90597343
1,31029510,19,90264702
0,03420258,19,65895844
0,10817719,19,02312279
0,36832237,20,45344162
0,99608803,19,66943550
0,39095116,19,41862869
0,84331512,20,21586609
0,03736115,21,50938225
1,67502022,19,75538063
0,63244629,19,09128571
1,91553497,20,31485176
1,08624649,20,65332985
1,02646065,20,05685043
0,36472702,19,79307938
0,04358292,19,49578857
1,10283089,21,66746330
1,97393036,20,29161453
0,39977646,19,71020508
1,13851738,19,96577835
0,27718163,19,34072304
0,53290939,18,63380432
1,10096169,19,71354675
3,06851959,20,82908630
0,00171852,20,45877647
1,33583832,19,99863052
0,71717453,20,05998039
0,21046257,19,17945099
2,29612350,19,79674149
0,41754150,17,33291054
1,17430496,19,66189766
0,92146873,20,62235641
0,00031662,20,96393394
1,06834793,18,15682602
1,06407547,19,96471977
0,12884140,21,18975067
0,93470573,18,56691170
0,35545349,19,64623833
0,15707970,20,80585861
0,60260773,20,30313873
0,34189987,20,48957253
2,27385330,20,58422089
2,39040375,21,22609711
0,21971512,17,97743607
0,00809860,20,37716675
1,09600449,21,10180664
1,46690369,18,67103004
0,38466454,18,91015434
0,04922485,21,87663078
1,08328629,21,12866783
0,24421692,19,95239449
1,32421875,21,78598404
0,17037582,18,98473549
0,02588272,17,73081207
1,00675201,20,51488304
0,58303833,21,22744560
0,15949249,19,83158112
0,12459183,20,46885872
0,61493683,20,98864746
1,13326263,19,04440880
0,41660500,19,67321205
1,02953720,19,27777100
0,47487259,19,23832512
0,41936874,20,12256241
1,12256813,20,69874763
0,14139938,20,23987007
1,03246307,18,44942474
1,06068802,19,21529770
